job_compared,job_selected,skills,difference,job_compared_name
16,3,Programming,13,Nurses
52,32,Computers and Electronics,21,Nurses
11,19,Engineering and Technology,10,Nurses
47,25,Systems Analysis,25,Nurses
47,0,Science,51,Nurses
47,28,Systems Evaluation,24,Nurses
3,15,Design,18,Nurses
25,22,Operations Analysis,10,Nurses
19,16,Technology Design,11,Nurses
56,39,Mathematics,26,Nurses
69,47,Judgment and Decision Making,32,Nurses
47,25,Mathematics.1,33,Nurses
60,47,Complex Problem Solving,25,Nurses
47,28,Management of Personnel Resources,32,Nurses
50,28,Persuasion,36,Nurses
72,50,Critical Thinking,37,Nurses
47,31,Negotiation,32,Nurses
53,38,Learning Strategies,32,Nurses
56,38,Instructing,36,Nurses
76,62,English Language,33,Nurses
21,38,Telecommunications,37,Nurses
75,50,Speaking,46,Nurses
78,47,Active Listening,53,Nurses
60,44,Active Learning,39,Nurses
66,44,Writing,46,Nurses
47,41,Quality Control Analysis,31,Nurses
72,50,Reading Comprehension,48,Nurses
72,47,Coordination,52,Nurses
75,44,Service Orientation,59,Nurses
78,44,Social Perceptiveness,63,Nurses
0,16,Installation,46,Nurses
36,29,Communications and Media,38,Nurses
69,50,Monitoring,51,Nurses
22,25,Management of Financial Resources,36,Nurses
28,25,Management of Material Resources,37,Nurses
44,39,Administration and Management,40,Nurses
3,1,Fine Arts,38,Nurses
19,50,Troubleshooting,68,Nurses
37,24,Personnel and Human Resources,51,Nurses
7,5,History and Archeology,41,Nurses
34,6,Philosophy and Theology,68,Nurses
12,19,Physics,48,Nurses
72,7,Therapy and Counseling,107,Nurses
50,53,Time Management,46,Nurses
53,11,Sociology and Anthropology,86,Nurses
22,25,Sales and Marketing,48,Nurses
19,18,Economics and Accounting,47,Nurses
54,9,Biology,92,Nurses
19,31,Equipment Selection,60,Nurses
32,15,Foreign Language,66,Nurses
16,22,Production and Processing,56,Nurses
0,15,Building and Construction,66,Nurses
86,14,Medicine and Dentistry,124,Nurses
83,67,Customer and Personal Service,69,Nurses
18,16,Food Production,56,Nurses
72,46,Education and Training,81,Nurses
42,27,Chemistry,71,Nurses
80,30,Psychology,107,Nurses
44,32,Clerical,70,Nurses
42,39,Law and Government,62,Nurses
47,69,Operation Monitoring,82,Nurses
8,49,Geography,102,Nurses
0,47,Equipment Maintenance,109,Nurses
0,47,Repairing,110,Nurses
35,72,Operation and Control,101,Nurses
13,55,Mechanical,107,Nurses
49,68,Public Safety and Security,85,Nurses
16,75,Transportation,126,Nurses
