job_compared,job_selected,skills,difference,job_compared_name
31,3,Programming,28,Economists
53,32,Computers and Electronics,22,Economists
11,19,Engineering and Technology,10,Economists
56,25,Systems Analysis,34,Economists
31,0,Science,35,Economists
53,28,Systems Evaluation,30,Economists
7,15,Design,14,Economists
44,22,Operations Analysis,29,Economists
10,16,Technology Design,14,Economists
90,39,Mathematics,60,Economists
72,47,Judgment and Decision Making,35,Economists
75,25,Mathematics.1,61,Economists
72,47,Complex Problem Solving,37,Economists
44,28,Management of Personnel Resources,29,Economists
50,28,Persuasion,36,Economists
75,50,Critical Thinking,40,Economists
31,31,Negotiation,16,Economists
56,38,Learning Strategies,35,Economists
63,38,Instructing,43,Economists
71,62,English Language,28,Economists
18,38,Telecommunications,40,Economists
75,50,Speaking,46,Economists
75,47,Active Listening,50,Economists
63,44,Active Learning,42,Economists
75,44,Writing,55,Economists
6,41,Quality Control Analysis,60,Economists
72,50,Reading Comprehension,48,Economists
50,47,Coordination,30,Economists
47,44,Service Orientation,31,Economists
47,44,Social Perceptiveness,32,Economists
0,16,Installation,46,Economists
32,29,Communications and Media,34,Economists
50,50,Monitoring,32,Economists
19,25,Management of Financial Resources,39,Economists
19,25,Management of Material Resources,40,Economists
40,39,Administration and Management,36,Economists
7,1,Fine Arts,42,Economists
0,50,Troubleshooting,87,Economists
24,24,Personnel and Human Resources,38,Economists
32,5,History and Archeology,66,Economists
24,6,Philosophy and Theology,58,Economists
11,19,Physics,49,Economists
12,7,Therapy and Counseling,47,Economists
53,53,Time Management,43,Economists
39,11,Sociology and Anthropology,72,Economists
22,25,Sales and Marketing,48,Economists
93,18,Economics and Accounting,121,Economists
10,9,Biology,48,Economists
0,31,Equipment Selection,79,Economists
14,15,Foreign Language,50,Economists
23,22,Production and Processing,51,Economists
10,15,Building and Construction,56,Economists
8,14,Medicine and Dentistry,58,Economists
31,67,Customer and Personal Service,89,Economists
4,16,Food Production,66,Economists
52,46,Education and Training,61,Economists
10,27,Chemistry,73,Economists
36,30,Psychology,63,Economists
21,32,Clerical,69,Economists
47,39,Law and Government,67,Economists
0,69,Operation Monitoring,129,Economists
34,49,Geography,76,Economists
0,47,Equipment Maintenance,109,Economists
0,47,Repairing,110,Economists
3,72,Operation and Control,133,Economists
10,55,Mechanical,110,Economists
9,68,Public Safety and Security,125,Economists
20,75,Transportation,122,Economists
