job_compared,job_selected,skills,difference,job_compared_name
25,3,Programming,22,Fabric_Patternmakers
47,32,Computers and Electronics,16,Fabric_Patternmakers
48,19,Engineering and Technology,31,Fabric_Patternmakers
44,25,Systems Analysis,22,Fabric_Patternmakers
3,0,Science,7,Fabric_Patternmakers
44,28,Systems Evaluation,21,Fabric_Patternmakers
80,15,Design,71,Fabric_Patternmakers
47,22,Operations Analysis,32,Fabric_Patternmakers
28,16,Technology Design,20,Fabric_Patternmakers
74,39,Mathematics,44,Fabric_Patternmakers
56,47,Judgment and Decision Making,19,Fabric_Patternmakers
53,25,Mathematics.1,39,Fabric_Patternmakers
50,47,Complex Problem Solving,15,Fabric_Patternmakers
28,28,Management of Personnel Resources,13,Fabric_Patternmakers
41,28,Persuasion,27,Fabric_Patternmakers
69,50,Critical Thinking,34,Fabric_Patternmakers
38,31,Negotiation,23,Fabric_Patternmakers
50,38,Learning Strategies,29,Fabric_Patternmakers
47,38,Instructing,27,Fabric_Patternmakers
73,62,English Language,30,Fabric_Patternmakers
18,38,Telecommunications,40,Fabric_Patternmakers
53,50,Speaking,24,Fabric_Patternmakers
60,47,Active Listening,35,Fabric_Patternmakers
53,44,Active Learning,32,Fabric_Patternmakers
50,44,Writing,30,Fabric_Patternmakers
53,41,Quality Control Analysis,37,Fabric_Patternmakers
53,50,Reading Comprehension,29,Fabric_Patternmakers
47,47,Coordination,27,Fabric_Patternmakers
47,44,Service Orientation,31,Fabric_Patternmakers
47,44,Social Perceptiveness,32,Fabric_Patternmakers
0,16,Installation,46,Fabric_Patternmakers
14,29,Communications and Media,46,Fabric_Patternmakers
53,50,Monitoring,35,Fabric_Patternmakers
25,25,Management of Financial Resources,33,Fabric_Patternmakers
25,25,Management of Material Resources,34,Fabric_Patternmakers
46,39,Administration and Management,42,Fabric_Patternmakers
22,1,Fine Arts,57,Fabric_Patternmakers
28,50,Troubleshooting,59,Fabric_Patternmakers
19,24,Personnel and Human Resources,43,Fabric_Patternmakers
10,5,History and Archeology,44,Fabric_Patternmakers
5,6,Philosophy and Theology,41,Fabric_Patternmakers
13,19,Physics,47,Fabric_Patternmakers
10,7,Therapy and Counseling,45,Fabric_Patternmakers
56,53,Time Management,46,Fabric_Patternmakers
17,11,Sociology and Anthropology,50,Fabric_Patternmakers
25,25,Sales and Marketing,45,Fabric_Patternmakers
9,18,Economics and Accounting,55,Fabric_Patternmakers
7,9,Biology,49,Fabric_Patternmakers
13,31,Equipment Selection,66,Fabric_Patternmakers
25,15,Foreign Language,59,Fabric_Patternmakers
72,22,Production and Processing,100,Fabric_Patternmakers
5,15,Building and Construction,61,Fabric_Patternmakers
0,14,Medicine and Dentistry,66,Fabric_Patternmakers
28,67,Customer and Personal Service,92,Fabric_Patternmakers
0,16,Food Production,70,Fabric_Patternmakers
60,46,Education and Training,69,Fabric_Patternmakers
15,27,Chemistry,68,Fabric_Patternmakers
31,30,Psychology,58,Fabric_Patternmakers
41,32,Clerical,67,Fabric_Patternmakers
9,39,Law and Government,89,Fabric_Patternmakers
50,69,Operation Monitoring,79,Fabric_Patternmakers
4,49,Geography,106,Fabric_Patternmakers
3,47,Equipment Maintenance,106,Fabric_Patternmakers
6,47,Repairing,104,Fabric_Patternmakers
38,72,Operation and Control,98,Fabric_Patternmakers
45,55,Mechanical,75,Fabric_Patternmakers
18,68,Public Safety and Security,116,Fabric_Patternmakers
20,75,Transportation,122,Fabric_Patternmakers
