job_compared,job_selected,skills,difference,job_compared_name
16.0,3,Programming,13.0,Farmers
39.0,32,Computers and Electronics,8.0,Farmers
47.66666667,19,Engineering and Technology,30.66666667,Farmers
52.0,25,Systems Analysis,30.0,Farmers
47.0,0,Science,51.0,Farmers
54.0,28,Systems Evaluation,31.0,Farmers
42.0,15,Design,33.0,Farmers
34.33333333,22,Operations Analysis,19.33333333,Farmers
19.0,16,Technology Design,11.0,Farmers
66.0,39,Mathematics,36.0,Farmers
69.0,47,Judgment and Decision Making,32.0,Farmers
43.0,25,Mathematics.1,29.0,Farmers
60.66666667,47,Complex Problem Solving,25.66666667,Farmers
62.66666667,28,Management of Personnel Resources,47.66666667,Farmers
56.33333333,28,Persuasion,42.33333333,Farmers
72.0,50,Critical Thinking,37.0,Farmers
56.33333333,31,Negotiation,41.33333333,Farmers
51.0,38,Learning Strategies,30.0,Farmers
55.33333333,38,Instructing,35.33333333,Farmers
59.66666667,62,English Language,21.33333333,Farmers
21.66666667,38,Telecommunications,36.33333333,Farmers
72.0,50,Speaking,43.0,Farmers
65.0,47,Active Listening,40.0,Farmers
57.66666667,44,Active Learning,36.66666667,Farmers
54.33333333,44,Writing,34.33333333,Farmers
49.0,41,Quality Control Analysis,33.0,Farmers
61.66666667,50,Reading Comprehension,37.66666667,Farmers
62.66666667,47,Coordination,42.66666667,Farmers
47.0,44,Service Orientation,31.0,Farmers
58.66666667,44,Social Perceptiveness,43.66666667,Farmers
2.0,16,Installation,44.0,Farmers
29.0,29,Communications and Media,31.0,Farmers
70.0,50,Monitoring,52.0,Farmers
47.0,25,Management of Financial Resources,55.0,Farmers
46.0,25,Management of Material Resources,55.0,Farmers
78.33333333,39,Administration and Management,74.33333333,Farmers
3.0,1,Fine Arts,38.0,Farmers
34.66666667,50,Troubleshooting,52.33333333,Farmers
60.0,24,Personnel and Human Resources,74.0,Farmers
11.33333333,5,History and Archeology,45.33333333,Farmers
19.33333333,6,Philosophy and Theology,53.33333333,Farmers
30.0,19,Physics,52.0,Farmers
14.66666667,7,Therapy and Counseling,49.66666667,Farmers
66.0,53,Time Management,56.0,Farmers
20.66666667,11,Sociology and Anthropology,53.66666667,Farmers
57.33333333,25,Sales and Marketing,77.33333333,Farmers
57.33333333,18,Economics and Accounting,85.33333333,Farmers
70.66666667,9,Biology,108.66666667,Farmers
30.33333333,31,Equipment Selection,48.66666667,Farmers
17.66666667,15,Foreign Language,51.66666667,Farmers
72.33333333,22,Production and Processing,100.33333333,Farmers
45.0,15,Building and Construction,81.0,Farmers
16.0,14,Medicine and Dentistry,54.0,Farmers
56.0,67,Customer and Personal Service,64.0,Farmers
59.33333333,16,Food Production,97.33333333,Farmers
55.66666667,46,Education and Training,64.66666667,Farmers
52.66666667,27,Chemistry,81.66666667,Farmers
37.0,30,Psychology,64.0,Farmers
42.66666667,32,Clerical,68.66666667,Farmers
46.66666667,39,Law and Government,66.66666667,Farmers
53.0,69,Operation Monitoring,76.0,Farmers
34.33333333,49,Geography,75.66666667,Farmers
28.0,47,Equipment Maintenance,81.0,Farmers
27.0,47,Repairing,83.0,Farmers
47.0,72,Operation and Control,89.0,Farmers
56.33333333,55,Mechanical,66.33333333,Farmers
46.66666667,68,Public Safety and Security,87.33333333,Farmers
49.33333333,75,Transportation,92.66666667,Farmers
